movie_title,recommended_titles
Mermaids,"Harold and Maude, Only You, Lucas, Brassed Off, Boys and Girls"
"Lust, Caution","The Quiet American, Fanaa, Betrayed, Mata Hari, The Girl on a Motorcycle"
Carolina,"The Disorderly Orderly, Faintheart, Smiles of a Summer Night, Walking the Streets of Moscow, Trick"
The Discreet Charm of the Bourgeoisie,"The Taming of the Scoundrel, Beneath the Valley of the Ultra-Vixens, The Birds, the Bees and the Italians, Day of the Wacko, The Fox & the Child"
Jour de Fête,"El rey de los huevones, The Titfield Thunderbolt, Oscar, I'm All Right Jack, Blame It on the Bellboy"
Armored,"Trapped, Takers, Patriot Games, Where the Sidewalk Ends, Charley Varrick"
Raising Helen,"Then She Found Me, Shopgirl, Sex and the City, Helen, Diary of a Mad Black Woman"
Absolon,"Legendary Assassin, Aces Go Places V: The Terracotta Hit, Submerged, Max Payne, Torque"
Scorched,"Killing Is My Business, Honey, Quick Change, Vabank, Office Space, Take the Money and Run"
The Sum of All Fears,"The Sound of Fury, Enemy of the State, The Abductors, The Net 2.0, The Kingdom"
Krabat and the Legend of the Satanic Mill,"Dawn of the Dead, The Legend of the Swordsman, The Legend of the 7 Golden Vampires, Alone in the Dark 2, Encounters of the Spooky Kind"
Enigma,"Enigma, The Bastards, Iron Eagle II, Shiri, Into the Sun"
December Boys,"Boys and Girls, Everyone Else, In the Mood for Love, Before Sunset, Above the Street, Below the Water"
Hot Fuzz,"Fuzz, Hot Rod, The Hard Way, Money Train, Crooks in Clover"
Best Seller,"Best Laid Plans, Marked Woman, Island of Fire, Best of the Best 2, Street Kings"
Read It and Weep,"Full of It, Now and Then, Camp Rock, The Cheetah Girls, Yours, Mine and Ours"
The Guardian,"The Assailant, The Musketeer, The Man in the Iron Mask, The Edge, The Island"
The Year of Getting to Know Us,"The Secret of the Grain, The Royal Tenenbaums, The Bonfire of the Vanities, The Adventures of Priscilla, Queen of the Desert, Far Side of the Moon"
Ödipussi,"Bernie, Splitting Heirs, Men..., Mother, Pagafantas"
Jindabyne,"The Naked City, The Bat Whispers, Brigham City, Archangel, In the Heat of the Night"
Arctic Tale,"March of the Penguins, A Life Apart: Hasidism in America, Mad Hot Ballroom, The Case for Christ, Between the Folds"
Grande école,"Show Me Love, While You Were Sleeping, Breakfast at Tiffany's, Sabrina, La Grande Bouffe"
Two Men in Town,"Made in Britain, 12 Angry Men, Once Upon a Time in America, Angels in Fast Motion, In Cold Blood"
A Gorgeous Girl Like Me,"Where the Money is, Tie Me Up! Tie Me Down!, Mini's First Time, Panic, The Barbarian Invasions"
Across the Universe,"Across the Pacific, The Rose, The Guitar, The Big Blue, The Last Adventure"
Sympathy for Mr. Vengeance,"Sympathy for Lady Vengeance, World for Ransom, Vengeance, Zatôichi's Vengeance, Macbeth"
Pappa ante Portas,"Anders Matthesen: Anden På Coke?, The Punch Bowl, Beer League, Beethoven's Big Break, National Lampoon Presents Dorm Daze"
A Tale of Two Cities,"Kama Sutra - A Tale of Love, A Tale of Two Cities, Memoirs of a Geisha, The Story of Adele H, The Edge of Love"
Daisy Miller,"Daisy, Daisy Kenyon, Moonlight Mile, The Remains of the Day, Mammoth"
At Long Last Love,"Love Me Tonight, Everyone Says I Love You, It Happened at the World's Fair, Tea for Two, The Long, Long Trailer"
The Sensuous Nurse,"The Count, The Fox & the Child, The Birds, the Bees and the Italians, The Ringer, The Gendarme and the Gendarmettes"
The Lady Vanishes,"The Lady Vanishes, The Hound of the Baskervilles, The Whistler, The Watcher, The Tall Target"
Is Paris Burning?,"Downfall, The Battle of Algiers, Battle of the Bulge, Stalingrad, Breaker Morant"
Holiday for Henrietta,"Holiday, Holiday Reunion, Dinner for One, Go for Zucker, School for Scoundrels"
Masculin Féminin,"Children of Paradise, A Woman of Paris, Wild in the Country, Those Who Love Me Can Take the Train, The Soft Skin"
Body Snatchers,"Invasion of the Body Snatchers, Invasion of the Body Snatchers, Tetsuo II: Body Hammer, Body Melt, Spoiler"
Southland Tales,"Doppelganger, The Invasion, Critters 4, The Tuxedo, Harrison Bergeron"
The Gendarme of St. Tropez,"The Gendarme Gets Married, The Belles of St. Trinian's, The Gendarme Takes Off, The Gendarme and the Gendarmettes, The Gendarme in New York"
The Gendarme in New York,"The Gendarme Gets Married, The Gendarme and the Gendarmettes, The Gendarme of St. Tropez, In the Loop, The Gendarme Takes Off"
The Gendarme Gets Married,"The Gendarme and the Gendarmettes, The Gendarme of St. Tropez, The Gendarme Takes Off, The Gendarme in New York, The Birds, the Bees and the Italians"
Van Gogh,"De Hel Van Tanger, The Color of Money, Lust for Life, Wintersleepers, City of Hope"
Nathalie Granger,"Gypo, The Man I Love, Iqbal, Can Go Through Skin, Electric Shadows"
The Lost Honor of Katharina Blum,"The Adventures of Priscilla, Queen of the Desert, The Secret of the Grain, The Bonfire of the Vanities, The Color of Milk, The Taste of Tea"
Gone Baby Gone,"Gone, Marlowe, The Walker, Ten Little Indians, The Killers"
Cul-de-sac,"The War of the Roses, A Girl Cut in Two, November, Freeway, A Shock to the System"
Obsession,"Obsession, Arlington Road, Alexandra's Project, Rear Window, The Vanishing"
The War Is Over,"The Winter War, The Beast of War, The Four Horsemen of the Apocalypse, Murphy's War, Hart's War"
Rudo & Cursi,"The Secret of the Grain, Beware of a Holy Whore, The Banger Sisters, The Scout, Angela"
Cassandra's Dream,"Private Hell 36, Dead or Alive 2: Birds, Requiem for a Dream, The Cassandra Crossing, Before the Devil Knows You're Dead"
The Garden of the Finzi-Continis,"The Passion of the Christ, The D.I., The Garden of Eden, The Keys of the Kingdom, The End of the Affair"
The Nada Gang,"The Mark of the Whistler, The Candidate, The Lost, The Hand that Rocks the Cradle, The Case of the Bloody Iris"
"Je t'aime, je t'aime","Paris, je t'aime, A Clockwork Orange, On the Beach, Iceman, Moon"
Runaway Bride,"My Bollywood Bride, The Bride Came C.O.D., Father of the Bride, Indiscreet, Kiss the Bride"
Charade,"The Princess Comes Across, Love at Large, Shadow of the Thin Man, My Favorite Brunette, The Last Seduction"
Good Morning Miss Dove,"Good Morning, Driving Miss Daisy, The Good Life, Little Miss Sunshine, Good Morning, Vietnam"
Ghost Dog: The Way of the Samurai,"The Man of the Year, The Quickie, The Outfit, The Chamber, The Racket"
Never So Few,"Attack, Twelve O'Clock High, Memphis Belle, Hamburger Hill, Sniper: Weapons of Retaliation"
Kismet,"She, Twilight, Ladyhawke, The Twilight Saga: Eclipse, Stardust"
Final Analysis,"Bad Guy, Blown Away, Asylum, Final, He Loves Me... He Loves Me Not"
The Jackal,"The Fifth Commandment, Surviving the Game, Into the Blue, The River Wild, The Day of the Jackal"
Guys and Dolls,"Music and Lyrics, Nick and Norah's Infinite Playlist, Victor/Victoria, Frankie and Johnny, Swing Time"
The 11th Hour,"The End of the Line, The Heart of the Game, End of the Century: The Story of The Ramones, The Year of the Yao, Buy the Ticket, Take the Ride"
Layer Cake,"The Steam Experiment, Law Abiding Citizen, Another Day in Paradise, Once a Thief, Hard Luck"
La Collectionneuse,"La Vie de Bohème, La Grande Bouffe, La Chinoise, Irma la Douce, Prime"
Love Life,"Love, Money, Love, Love Stories, Love Songs, Endless Love, Love Happens"
"Farewell, Friend","The Art of War, Dirty Mary Crazy Larry, K-20: The Fiend with Twenty Faces, The Tiger Brigades, Speed"
The Invasion,"Invasion, The Happening, The Box, The Andromeda Strain, The Moment After"
Genghis Khan,"Mongol: The Rise of Genghis Khan, Battle of the Warriors, Assassin's Creed: Lineage, The Bounty, Spartacus"
Ten Little Indians,"Ten Little Indians, Ten Little Indians, Crossfire, Archangel, Perfect Stranger"
A Bullet for Pretty Boy,"Bullet, A Prayer for the Dying, Illegal Tender, A Bullet for Joey, The Business"
Ten Little Indians,"Ten Little Indians, Ten Little Indians, And Then There Were None, Murder in Three Acts, Wild Things: Diamonds in the Rough"
Ten Little Indians,"Ten Little Indians, Ten Little Indians, Mysterious Intruder, Too Late for Tears, Private Eye"
And Then There Were None,"Ten Little Indians, Murder in Three Acts, Changeling, Wild Things: Diamonds in the Rough, Jennifer Eight"
Takva: A Man's Fear of God,"Man to Man, Perlasca: The Courage of a Just Man, Conversations with God, Taste of Cherry, Saving God"
Billion Dollar Brain,"Secret Agent, The Ipcress File, Marathon Man, Night Moves, The Jigsaw Man"
Where the Spies Are,"The Challenge, Beste Zeit, Soundless, Big Game, The Naked Man"
Muxmäuschenstill,"Summer in Berlin, Far Side of the Moon, Loners, School Daze, The Executioner"
The Day of the Jackal,"The Defender, The Way of War, Defence of the Realm, Belly of the Beast, The Peacekeeper"
The Man Who Haunted Himself,"The Gingerbread Man, The Jigsaw Man, The Man Between, The Mark of the Whistler, The Candidate"
Dark Blue,"The Dark Knight, Blue Thunder, Blue Spring, Dark Blue World, The Blue Gardenia"
Confessions of a Dangerous Mind,"Summer of Sam, Leaves of Grass, Man of the Year, Legal Eagles, The Talk of the Town"
"Sorry, Haters","Five Easy Pieces, America, Laugh, Clown, Laugh, Sybil, Kidulthood"
Guilty as Sin,"Guilty by Suspicion, Red Road, The Juror, Day Night Day Night, The Unfaithful Wife"
A Boy and His Dog,"Jack, Nowhere, Kin-dza-dza!, Cocoon: The Return, Citizen Dog"
The Fourth Protocol,"The Abductors, The Final Cut, The Getaway, The Defender, The Kingdom"
Vivere,"Kaspar Hauser, Dil Dosti Etc, Aaltra, The Carriers Are Waiting, My Step Brother Frankenstein"
The Curious Case of Benjamin Button,"Corridor of Mirrors, The Order, The Other Man, The Body, The Jacket"
Zardoz,"Doctor Mordrid, Underworld: Evolution, When Worlds Collide, The Inhabited Island, The League of Extraordinary Gentlemen"
Dead Bang,"Bang Bang You're Dead, Dead Fish, DOA: Dead or Alive, Apocalypto, Dead Man Running"
Cry Terror!,"The Breach, The Little Drummer Girl, Ajnabee, Firewall, Trivial"
Edge of Seventeen,"Try Seventeen, Feast of Love, The Last Days of Disco, A Tale of Springtime, Law of Desire"
"The World, the Flesh and the Devil","The Aerial, The Day the Earth Caught Fire, On the Beach, The Falls, The Handmaid's Tale"
Hang 'em High,"High Noon, High Plains Drifter, Open Range, Pat Garrett & Billy the Kid, McLintock!"
House of Cards,"Michou d'Auber, The Strange Case of Dr. Jekyll and Mr. Hyde, Beste Zeit, Big Game, My Step Brother Frankenstein"
Madigan,"Insomnia, Private Hell 36, The International, Bullets or Ballots, One False Move"
A Guide for the Married Man,"The Answer Man, The Shop Around the Corner, The Man Who Came to Dinner, The Girls, Train Man"
The Buccaneer,"The Breath, The Lady and the Duke, The Fall of the Roman Empire, The Bridge, The Bridge on the River Kwai"
Firecreek,"Beyond the Law, Man with the Gun, Big Jake, Rio Bravo, High Noon"
Howl's Moving Castle,"Princess Mononoke, Pokémon: Lucario and the Mystery of Mew, Cardcaptor Sakura: The Movie, Dragonlance: Dragons Of Autumn Twilight, Nausicaä of the Valley of the Wind"
The Last Frontier,"The Quick and the Dead, Man of the West, Ride the High Country, Day of the Evil Gun, The Great Northfield Minnesota Raid"
Send Me No Flowers,"I'm No Angel, Love Potion No. 9, The Prince & Me, Don't Tell Her It's Me, You, Me and Dupree"
Leatherheads,"Semi-Tough, Scenes of a Sexual Nature, Life or Something Like It, Kicking and Screaming, Jerry Maguire"
Burn After Reading,"After Five In The Forest Primeval, Chance, The Boat That Rocked, After Hours, Two Days"
The Swimming Pool,"The Man of the Year, The Outsiders, The Chamber, The Worthless, The Face Behind the Mask"
Womanlight,"My Step Brother Frankenstein, Dallas Pashamende, Guter Junge, Herbstmilch, Kanak Attack"
A Time for Killing,"For a Few Dollars More, Two Mules for Sister Sara, Once Upon a Time in the West, The Good, the Bad and the Ugly, The Undefeated"
10 Things I Hate About You,"Only You, 10 Attitudes, All About Anna, Summer Things, About a Boy"
Pillow Talk,"My Boss's Daughter, That Touch of Mink, One Fine Day, Heavy Petting, Kissing a Fool"
Be Kind Rewind,"The Vicious Kind, Kind Hearts and Coronets, Empire Records, Bag Boy, Loners"
Drop Zone,"Green Zone, The Marksman, Toy Soldiers, Ballistic: Ecks vs. Sever, Mission: Impossible II"
Mädchen in Uniform,"Mädchen in Uniform, In Bar, Death in Venice, Phoebe in Wonderland, In Name Only"
Christine,"Effi Briest, Christine, Greed, Beaufort, W."
The Legend of Bagger Vance,"The Spirit of the Beehive, The Tree of Life, Day of the Idiots, The Curse of the Cat People, The Discovery of Heaven"
The International,"The Town, The Deal, The Rainmaker, The Chase, The Departed"
"Synecdoche, New York","An Englishman in New York, New York, New York Confidential, Multi-Facial, Autumn in New York"
Mimic,"Mimic 2, Mimic: Sentinel, Jason Goes to Hell: The Final Friday, The Ferryman, Arundhati"
"Farewell, Home Sweet Home","Home Fries, Just Like Home, Sweet Home Alabama, Home for the Holidays, Stealing Home"
Knocked Up,"Falling Up, Breaking Up, The Englishman Who Went Up a Hill But Came Down a Mountain, Hooking Up, Bottoms Up"
Impostor,"Déjà Vu, The Interceptor, Predator 2, Next, Ultraviolet"
Pan Tadeusz,"War and Peace, Charlotte Gray, Passchendaele, Solomon and Sheba, Conquest"
Keeping the Faith,"Keeping Up with the Steins, The Fox & the Child, The Birds, the Bees and the Italians, The Honeymooners, The Night Before the Exams"
The Piano Player,"Shoot the Piano Player, The Hit, The Immortals, The Business, The Protector"
Gothika,"All the Colors of the Dark, The Gathering, Penny Dreadful, Drag Me to Hell, Darkness Falls"
The Green Butchers,"The Fox & the Child, The Birds, the Bees and the Italians, The Breaks, The Gendarme and the Gendarmettes, The Rebound"
Under the Sand,"The Son, The Rapture, The Deep End of the Ocean, The Castle, The Unknown Woman"
Five Times Two,"Two Lovers, Two Moon Junction, Two Girls and a Guy, Sunrise: A Song of Two Humans, The Two Worlds of Jennie Logan"
Love Is the Devil: Study for a Portrait of Francis Bacon,"The Boy in the Plastic Bubble, The Toughest Man in the World, 3: The Dale Earnhardt Story, Something the Lord Made, The Miracle Worker"
Paprika,"Blindness, Yesterday Was a Lie, Eden of the East Movie I: The King of Eden, Signs, The X Files: I Want to Believe"
An American Tail,"An American Tail: Fievel Goes West, An American Tail: The Treasure of Manhattan Island, An American Tail: The Mystery of the Night Monster, Samantha: An American Girl Holiday, The Fox and the Hound"
Windows on Monday,"Head On, On Broadway, On Golden Pond, Broken Windows, Love on Sunday"
American Gangster,"American Madness, Lady Gangster, American Heart, An American Crime, American Psycho"
"Run, Simon, Run","Run Lola Run, Brother, A Better Tomorrow II, El Mariachi, Highwaymen"
White Lightning,"White Squall, Gator, White Sands, Dillinger, Shiner"
The Longest Yard,"The Longest Yard, The Informant!, The Sting, The Ax, The Barbarian Invasions"
Fuzz,"Hot Fuzz, We're No Angels, Harlem Nights, Gridlock'd, Observe and Report"
Semi-Tough,"Leatherheads, The Family Stone, Delirious, Raising Helen, In Good Company"
Shamus,"Secret of the Blackbirds, Shattered, The Lost Son, The Mean Season, Mirage"
Hustle,"Kung Fu Hustle, The Adventures of Ford Fairlane, Murder at 1600, Heart of the Dragon, Loose Cannons"
Shark!,"China O'Brien, Storm Catcher, Vengeance, Bloodsport III, Vice"
5 Card Stud,"Paintball, Night Passage, The Peacemaker, Invasion U.S.A., Rage of Honor"
Boogie Nights,"Nights of Cabiria, Days and Nights in the Forest, Frances, Rated X, A Hole in My Heart"
Wonderland,"Wonderland, The Naked City, The Inquisitor, The Hound of the Baskervilles, L.A. Confidential"
Import/Export,"Time Out, Ikiru, Maborosi, Don't Worry, I'm Fine, A Raisin in the Sun"
Forbidden Games,"Europa Europa, Basquiat, Background to Danger, The Diary of Anne Frank, The Tree of Wooden Clogs"
Before Night Falls,"White Night, Opening Night, 'night, Mother, Night Editor, Black Night"
Lifeguard,"Rick, Lymelife, The Fluffer, How to Kill Your Neighbor's Dog, In Paris"
Vicky Cristina Barcelona,"Barcelona, The Innocent, Brokeback Mountain, Jezebel, Mammoth"
Pharaoh,"The Execution of Mary, Queen of Scots, War and Peace, Beyond the Front Line, Mongol: The Rise of Genghis Khan, The bitter herb"
Prospero's Books,"Carnival Magic, The Tree of Life, The Old Fairy Tale: When the Sun Was God, Enter the Void, Skellig"
The Baby of Mâcon,"The Valley of the Bees, The Affair of the Necklace, The Passion of Joan of Arc, Salt of the Earth, The Visual Bible: The Gospel of John"
Topkapi,"The Diamond Arm, The Brain, D.C. Cab, Ace Ventura: When Nature Calls, Kangaroo Jack"
Ashes and Diamonds,"Hope and Glory, Stop-Loss, A Bright Shining Lie, The Deer Hunter, Passenger"
Deadlier Than the Male,"The Silencers, Series 7: The Contenders, The Wrecking Crew, Enter the Phoenix, The Accidental Spy"
